Country of Residence,Year,No of Arrivals per Occupation,Occupation,,,,,
    Denmark,"2,020",200,Agricultural workers,,,,,
    Denmark,"2,020",81,Government,,,,,
    Denmark,"2,020",199,House wife,,,,,
    Denmark,"2,020","14,224",Students,,,,,
    Denmark,"2,020","9,797",Retired,,,,,
    Denmark,"2,020",11,Others,,,,,
    Denmark,"2,020",3,Not stated,,,,,
    Finland,"2,020","57,927",Total,,,,,
    Finland,"2,020","11,646",Professional,,,,,
    Finland,"2,020","7,935",Administrative and managerial,,,,,
    Finland,"2,020","3,735",Commercial personal and clerical,,,,,
    Finland,"2,020","17,902",Labourers production and service workers,,,,,
    Finland,"2,020",183,Agricultural workers,,,,,
    Finland,"2,020",57,Government,,,,,
    Finland,"2,020",133,House wife,,,,,
    Finland,"2,020","10,258",Students,,,,,
    Finland,"2,020","6,066",Retired,,,,,
    Finland,"2,020",9,Others,,,,,
    Finland,"2,020",3,Not stated,,,,,
    France,"2,020","231,614",Total,,,,,
    France,"2,020","46,332",Professional,,,,,
    France,"2,020","30,155",Administrative and managerial,,,,,
    France,"2,020","13,311",Commercial personal and clerical,,,,,
    France,"2,020","71,619",Labourers production and service workers,,,,,
    France,"2,020",278,Agricultural workers,,,,,
    France,"2,020",293,Government,,,,,
    France,"2,020",722,House wife,,,,,
    France,"2,020","35,959",Students,,,,,
    France,"2,020","32,939",Retired,,,,,
    France,"2,020", - ,Others,,,,,
    France,"2,020",6,Not stated,,,,,
    Germany,"2,020","231,260",Total,,,,,
    Germany,"2,020","48,223",Professional,,,,,
    Germany,"2,020","35,441",Administrative and managerial,,,,,
    Germany,"2,020","13,360",Commercial personal and clerical,,,,,
    Germany,"2,020","74,298",Labourers production and service workers,,,,,
    Germany,"2,020",377,Agricultural workers,,,,,
    Germany,"2,020",558,Government,,,,,
    Germany,"2,020","2,054",House wife,,,,,
    Germany,"2,020","28,346",Students,,,,,
    Germany,"2,020","28,568",Retired,,,,,
    Germany,"2,020",33,Others,,,,,
    Germany,"2,020",2,Not stated,,,,,
    Ireland,"2,020","9,714",Total,,,,,
    Ireland,"2,020","3,118",Professional,,,,,
    Ireland,"2,020","1,333",Administrative and managerial,,,,,
    Ireland,"2,020",735,Commercial personal and clerical,,,,,
    Ireland,"2,020","2,586",Labourers production and service workers,,,,,
    Ireland,"2,020",63,Agricultural workers,,,,,
    Ireland,"2,020",53,Government,,,,,
    Ireland,"2,020",148,House wife,,,,,
    Ireland,"2,020",717,Students,,,,,
    Ireland,"2,020",958,Retired,,,,,
    Ireland,"2,020", - ,Others,,,,,
    Ireland,"2,020",3,Not stated,,,,,
    Italy,"2,020","58,327",Total,,,,,
    Italy,"2,020","10,667",Professional,,,,,
    Italy,"2,020","7,690",Administrative and managerial,,,,,
    Italy,"2,020","3,299",Commercial personal and clerical,,,,,
    Italy,"2,020","22,653",Labourers production and service workers,,,,,
    Italy,"2,020",229,Agricultural workers,,,,,
    Italy,"2,020",66,Government,,,,,
    Italy,"2,020",632,House wife,,,,,
    Italy,"2,020","5,949",Students,,,,,
    Italy,"2,020","7,140",Retired,,,,,
    Italy,"2,020", - ,Others,,,,,
    Italy,"2,020",2,Not stated,,,,,
    Netherlands,"2,020","50,441",Total,,,,,
    Netherlands,"2,020","11,961",Professional,,,,,
    Netherlands,"2,020","7,855",Administrative and managerial,,,,,
    Netherlands,"2,020","2,503",Commercial personal and clerical,,,,,
    Netherlands,"2,020","13,766",Labourers production and service workers,,,,,
    Netherlands,"2,020",36,Agricultural workers,,,,,
    Netherlands,"2,020",236,Government,,,,,
    Netherlands,"2,020",579,House wife,,,,,
    Netherlands,"2,020","5,499",Students,,,,,
    Netherlands,"2,020","8,000",Retired,,,,,
    Netherlands,"2,020", - ,Others,,,,,
    Netherlands,"2,020",6,Not stated,,,,,
    Norway,"2,020","39,082",Total,,,,,
    Norway,"2,020","7,212",Professional,,,,,
    Norway,"2,020","3,975",Administrative and managerial,,,,,
    Norway,"2,020","2,220",Commercial personal and clerical,,,,,
    Norway,"2,020","11,064",Labourers production and service workers,,,,,
    Norway,"2,020",80,Agricultural workers,,,,,
    Norway,"2,020",69,Government,,,,,
    Norway,"2,020",249,House wife,,,,,
    Norway,"2,020","6,499",Students,,,,,
    Norway,"2,020","7,711",Retired,,,,,
    Norway,"2,020", - ,Others,,,,,
    Norway,"2,020",3,Not stated,,,,,
    Russian,"2,020","586,381",Total,,,,,
    Russian,"2,020","118,575",Professional,,,,,
    Russian,"2,020","157,772",Administrative and managerial,,,,,
    Russian,"2,020","38,498",Commercial personal and clerical,,,,,
    Russian,"2,020","142,736",Labourers production and service workers,,,,,
    Russian,"2,020",414,Agricultural workers,,,,,
    Russian,"2,020",246,Government,,,,,
    Russian,"2,020","4,762",House wife,,,,,
    Russian,"2,020","99,148",Students,,,,,
    Russian,"2,020","24,189",Retired,,,,,
    Russian,"2,020",39,Others,,,,,
    Russian,"2,020",2,Not stated,,,,,
    Spain,"2,020","26,499",Total,,,,,
    Spain,"2,020","7,140",Professional,,,,,
    Spain,"2,020","3,743",Administrative and managerial,,,,,
    Spain,"2,020","1,990",Commercial personal and clerical,,,,,
    Spain,"2,020","8,317",Labourers production and service workers,,,,,
    Spain,"2,020",33,Agricultural workers,,,,,
    Spain,"2,020",167,Government,,,,,
    Spain,"2,020",148,House wife,,,,,
    Spain,"2,020","2,833",Students,,,,,
    Spain,"2,020","2,123",Retired,,,,,
    Spain,"2,020", - ,Others,,,,,
    Spain,"2,020",5,Not stated,,,,,
    Sweden,"2,020","108,921",Total,,,,,
    Sweden,"2,020","18,757",Professional,,,,,
    Sweden,"2,020","13,266",Administrative and managerial,,,,,
    Sweden,"2,020","6,610",Commercial personal and clerical,,,,,
    Sweden,"2,020","33,967",Labourers production and service workers,,,,,
    Sweden,"2,020",433,Agricultural workers,,,,,
    Sweden,"2,020",214,Government,,,,,
    Sweden,"2,020",419,House wife,,,,,
    Sweden,"2,020","20,896",Students,,,,,
    Sweden,"2,020","14,352",Retired,,,,,
    Sweden,"2,020", - ,Others,,,,,
    Sweden,"2,020",7,Not stated,,,,,
    Switzerland,"2,020","54,006",Total,,,,,
    Switzerland,"2,020","11,942",Professional,,,,,
    Switzerland,"2,020","7,475",Administrative and managerial,,,,,
    Switzerland,"2,020","3,184",Commercial personal and clerical,,,,,
    Switzerland,"2,020","16,265",Labourers production and service workers,,,,,
    Switzerland,"2,020",121,Agricultural workers,,,,,
    Switzerland,"2,020",128,Government,,,,,
    Switzerland,"2,020",761,House wife,,,,,
    Switzerland,"2,020","5,457",Students,,,,,
    Switzerland,"2,020","8,670",Retired,,,,,
    Switzerland,"2,020", - ,Others,,,,,
    Switzerland,"2,020",3,Not stated,,,,,
    United Kingdom,"2,020","215,861",Total,,,,,
    United Kingdom,"2,020","57,956",Professional,,,,,
    United Kingdom,"2,020","34,152",Administrative and managerial,,,,,
    United Kingdom,"2,020","13,933",Commercial personal and clerical,,,,,
    United Kingdom,"2,020","51,929",Labourers production and service workers,,,,,
    United Kingdom,"2,020",360,Agricultural workers,,,,,
    United Kingdom,"2,020","1,344",Government,,,,,
    United Kingdom,"2,020","3,008",House wife,,,,,
    United Kingdom,"2,020","15,324",Students,,,,,
    United Kingdom,"2,020","37,809",Retired,,,,,
    United Kingdom,"2,020",37,Others,,,,,
    United Kingdom,"2,020",9,Not stated,,,,,
    East Europe,"2,020","211,106",Total,,,,,
    East Europe,"2,020","55,318",Professional,,,,,
    East Europe,"2,020","42,150",Administrative and managerial,,,,,
    East Europe,"2,020","14,463",Commercial personal and clerical,,,,,
    East Europe,"2,020","58,041",Labourers production and service workers,,,,,
    East Europe,"2,020",409,Agricultural workers,,,,,
    East Europe,"2,020",189,Government,,,,,
    East Europe,"2,020","1,395",House wife,,,,,
    East Europe,"2,020","29,804",Students,,,,,
    East Europe,"2,020","9,305",Retired,,,,,
    East Europe,"2,020",29,Others,,,,,
    East Europe,"2,020",3,Not stated,,,,,
    Others in Europe,"2,020","47,166",Total,,,,,
    Others in Europe,"2,020","13,540",Professional,,,,,
    Others in Europe,"2,020","7,383",Administrative and managerial,,,,,
    Others in Europe,"2,020","3,575",Commercial personal and clerical,,,,,
    Others in Europe,"2,020","13,440",Labourers production and service workers,,,,,
    Others in Europe,"2,020",110,Agricultural workers,,,,,
    Others in Europe,"2,020",189,Government,,,,,
    Others in Europe,"2,020",618,House wife,,,,,
    Others in Europe,"2,020","4,460",Students,,,,,
    Others in Europe,"2,020","3,840",Retired,,,,,
    Others in Europe,"2,020",3,Others,,,,,
    Others in Europe,"2,020",8,Not stated,,,,,
    Argentina,"2,020","12,461",Total,,,,,
    Argentina,"2,020","4,287",Professional,,,,,
    Argentina,"2,020","1,083",Administrative and managerial,,,,,
    Argentina,"2,020",655,Commercial personal and clerical,,,,,
    Argentina,"2,020","4,057",Labourers production and service workers,,,,,
    Argentina,"2,020",8,Agricultural workers,,,,,
    Argentina,"2,020",16,Government,,,,,
    Argentina,"2,020",42,House wife,,,,,
    Argentina,"2,020","2,015",Students,,,,,
    Argentina,"2,020",293,Retired,,,,,
    Argentina,"2,020", - ,Others,,,,,
    Argentina,"2,020",5,Not stated,,,,,
    Brazil,"2,020","18,200",Total,,,,,
    Brazil,"2,020","7,221",Professional,,,,,
    Brazil,"2,020","2,269",Administrative and managerial,,,,,
    Brazil,"2,020","1,459",Commercial personal and clerical,,,,,
    Brazil,"2,020","3,562",Labourers production and service workers,,,,,
    Brazil,"2,020",30,Agricultural workers,,,,,
    Brazil,"2,020",234,Government,,,,,
    Brazil,"2,020",118,House wife,,,,,
    Brazil,"2,020","2,453",Students,,,,,
    Brazil,"2,020",845,Retired,,,,,
    Brazil,"2,020", - ,Others,,,,,
    Brazil,"2,020",9,Not stated,,,,,
    Canada,"2,020","55,984",Total,,,,,
    Canada,"2,020","13,240",Professional,,,,,
    Canada,"2,020","7,413",Administrative and managerial,,,,,
    Canada,"2,020","4,258",Commercial personal and clerical,,,,,
    Canada,"2,020","14,185",Labourers production and service workers,,,,,
    Canada,"2,020",203,Agricultural workers,,,,,
    Canada,"2,020",89,Government,,,,,
    Canada,"2,020",786,House wife,,,,,
    Canada,"2,020","5,349",Students,,,,,
    Canada,"2,020","10,434",Retired,,,,,
    Canada,"2,020", - ,Others,,,,,
    Canada,"2,020",27,Not stated,,,,,
USA,"2,020","208,608",Total,,,,,
USA,"2,020","57,497",Professional,,,,,
USA,"2,020","29,030",Administrative and managerial,,,,,
USA,"2,020","14,688",Commercial personal and clerical,,,,,
USA,"2,020","49,115",Labourers production and service workers,,,,,
USA,"2,020",250,Agricultural workers,,,,,
USA,"2,020","1,475",Government,,,,,
USA,"2,020","3,183",House wife,,,,,
USA,"2,020","22,494",Students,,,,,
USA,"2,020","30,807",Retired,,,,,
USA,"2,020",60,Others,,,,,
USA,"2,020",9,Not stated,,,,,
    Others in America,"2,020","15,997",Total,,,,,
    Others in America,"2,020","6,341",Professional,,,,,
    Others in America,"2,020","1,937",Administrative and managerial,,,,,
    Others in America,"2,020","1,015",Commercial personal and clerical,,,,,
    Others in America,"2,020","3,419",Labourers production and service workers,,,,,
    Others in America,"2,020",12,Agricultural workers,,,,,
    Others in America,"2,020",41,Government,,,,,
    Others in America,"2,020",223,House wife,,,,,
    Others in America,"2,020","2,422",Students,,,,,
    Others in America,"2,020",577,Retired,,,,,
    Others in America,"2,020",9,Others,,,,,
    Others in America,"2,020",1,Not stated,,,,,
    Bangladesh,"2,020","22,913",Total,,,,,
    Bangladesh,"2,020","1,665",Professional,,,,,
    Bangladesh,"2,020","2,156",Administrative and managerial,,,,,
    Bangladesh,"2,020","5,876",Commercial personal and clerical,,,,,
    Bangladesh,"2,020","4,987",Labourers production and service workers,,,,,
    Bangladesh,"2,020",11,Agricultural workers,,,,,
    Bangladesh,"2,020",129,Government,,,,,
    Bangladesh,"2,020","3,649",House wife,,,,,
    Bangladesh,"2,020","4,147",Students,,,,,
    Bangladesh,"2,020",291,Retired,,,,,
    Bangladesh,"2,020", - ,Others,,,,,
    Bangladesh,"2,020",2,Not stated,,,,,
    India,"2,020","265,223",Total,,,,,
    India,"2,020","30,089",Professional,,,,,
    India,"2,020","22,367",Administrative and managerial,,,,,
    India,"2,020","89,258",Commercial personal and clerical,,,,,
    India,"2,020","66,755",Labourers production and service workers,,,,,
    India,"2,020",413,Agricultural workers,,,,,
    India,"2,020",804,Government,,,,,
    India,"2,020","19,695",House wife,,,,,
    India,"2,020","30,499",Students,,,,,
    India,"2,020","5,315",Retired,,,,,
    India,"2,020",27,Others,,,,,
    India,"2,020",1,Not stated,,,,,
    Nepal,"2,020","10,396",Total,,,,,
    Nepal,"2,020","1,474",Professional,,,,,
    Nepal,"2,020","1,045",Administrative and managerial,,,,,
    Nepal,"2,020","2,841",Commercial personal and clerical,,,,,
    Nepal,"2,020","2,271",Labourers production and service workers,,,,,
    Nepal,"2,020",47,Agricultural workers,,,,,
    Nepal,"2,020",63,Government,,,,,
